ENSG00000000003	ENST00000373020	TSPAN6	0
ENSG00000107816	ENST00000481129	LZTS2	3
ENSG00000107819	ENST00000224807	SFXN3	12
ENSG00000107819	ENST00000393459	SFXN3	4
ENSG00000107819	ENST00000489434	SFXN3	4
ENSG00000107821	ENST00000370200	KAZALD1	0
ENSG00000107829	ENST00000331272	FBXW4	4
ENSG00000107831	ENST00000320185	FGF8	0
ENSG00000107831	ENST00000344255	FGF8	0
ENSG00000107831	ENST00000346714	FGF8	0
ENSG00000107831	ENST00000347978	FGF8	0
ENSG00000107831	ENST00000469792	FGF8	0
ENSG00000107833	ENST00000370110	NPM3	0
ENSG00000107854	ENST00000371627	TNKS2	0
ENSG00000107859	ENST00000370002	PITX3	0
ENSG00000107859	ENST00000539804	PITX3	0
ENSG00000107862	ENST00000369983	GBF1	0
ENSG00000107863	ENST00000320481	ARHGAP21	0
ENSG00000107863	ENST00000376410	ARHGAP21	3
ENSG00000107863	ENST00000396432	ARHGAP21	0
ENSG00000107863	ENST00000416305	ARHGAP21	3
ENSG00000107863	ENST00000418033	ARHGAP21	3
ENSG00000107863	ENST00000418325	ARHGAP21	3
ENSG00000107863	ENST00000446003	ARHGAP21	3
ENSG00000107864	ENST00000265997	CPEB3	0
ENSG00000107864	ENST00000412050	CPEB3	0
ENSG00000107872	ENST00000224862	FBXL15	0
ENSG00000107872	ENST00000369956	FBXL15	0
ENSG00000107872	ENST00000425536	FBXL15	3
ENSG00000107872	ENST00000432590	FBXL15	3
ENSG00000107872	ENST00000440407	FBXL15	3
ENSG00000107872	ENST00000457067	FBXL15	3
ENSG00000107874	ENST00000369937	CUEDC2	0
ENSG00000107882	ENST00000369899	SUFU	8
ENSG00000107882	ENST00000369902	SUFU	0
ENSG00000107882	ENST00000423559	SUFU	0
ENSG00000107890	ENST00000376070	ANKRD26	0
ENSG00000107890	ENST00000376087	ANKRD26	0
ENSG00000107890	ENST00000436985	ANKRD26	4
ENSG00000107890	ENST00000445828	ANKRD26	3
ENSG00000107897	ENST00000375888	ACBD5	8
ENSG00000107897	ENST00000375897	ACBD5	8
ENSG00000107897	ENST00000375901	ACBD5	8
ENSG00000107897	ENST00000375905	ACBD5	8
ENSG00000107897	ENST00000396271	ACBD5	8
ENSG00000107897	ENST00000412279	ACBD5	3
ENSG00000107897	ENST00000426079	ACBD5	3
ENSG00000107902	ENST00000368839	LHPP	8
ENSG00000107902	ENST00000368842	LHPP	0
ENSG00000107902	ENST00000392757	LHPP	8
ENSG00000107929	ENST00000316157	LARP4B	4
ENSG00000107929	ENST00000406525	LARP4B	3
ENSG00000107929	ENST00000412411	LARP4B	3
ENSG00000107929	ENST00000440895	LARP4B	3
ENSG00000107929	ENST00000448368	LARP4B	3
ENSG00000107929	ENST00000476529	LARP4B	0
ENSG00000107937	ENST00000360059	GTPBP4	3
ENSG00000107937	ENST00000360803	GTPBP4	4
ENSG00000107937	ENST00000538293	GTPBP4	4
ENSG00000107937	ENST00000545048	GTPBP4	4
ENSG00000107938	ENST00000337623	EDRF1	0
ENSG00000107938	ENST00000356792	EDRF1	0
ENSG00000107938	ENST00000368813	EDRF1	3
ENSG00000107938	ENST00000368815	EDRF1	0
ENSG00000107938	ENST00000419769	EDRF1	0
ENSG00000107938	ENST00000481600	EDRF1	8
ENSG00000107938	ENST00000525358	EDRF1	11
ENSG00000107938	ENST00000530795	EDRF1	3
ENSG00000107949	ENST00000278100	BCCIP	0
ENSG00000107949	ENST00000299130	BCCIP	0
ENSG00000107949	ENST00000368759	BCCIP	0
ENSG00000107949	ENST00000429863	BCCIP	0
ENSG00000107951	ENST00000263063	MTPAP	0
ENSG00000107951	ENST00000358107	MTPAP	0
ENSG00000107951	ENST00000417581	MTPAP	3
ENSG00000107951	ENST00000421701	MTPAP	3
ENSG00000107954	ENST00000369777	NEURL1	0
ENSG00000107954	ENST00000369780	NEURL1	0
ENSG00000107954	ENST00000437579	NEURL1	3
ENSG00000107954	ENST00000455386	NEURL1	3
ENSG00000107957	ENST00000355946	SH3PXD2A	0
ENSG00000107957	ENST00000369774	SH3PXD2A	0
ENSG00000107957	ENST00000420222	SH3PXD2A	3
ENSG00000107957	ENST00000427662	SH3PXD2A	0
ENSG00000107957	ENST00000538130	SH3PXD2A	0
ENSG00000107957	ENST00000540321	SH3PXD2A	0
ENSG00000107959	ENST00000224949	PITRM1	0
ENSG00000107959	ENST00000380989	PITRM1	4
ENSG00000107959	ENST00000380994	PITRM1	0
ENSG00000107959	ENST00000424714	PITRM1	3
ENSG00000107959	ENST00000430362	PITRM1	3
ENSG00000107959	ENST00000451104	PITRM1	0
ENSG00000107959	ENST00000451454	PITRM1	3
ENSG00000107959	ENST00000455371	PITRM1	3
ENSG00000107960	ENST00000224950	OBFC1	0
ENSG00000107960	ENST00000369764	OBFC1	0
ENSG00000107968	ENST00000263056	MAP3K8	0
ENSG00000107968	ENST00000375321	MAP3K8	0
ENSG00000107968	ENST00000375322	MAP3K8	0
ENSG00000107968	ENST00000413724	MAP3K8	3
ENSG00000107968	ENST00000415139	MAP3K8	3
ENSG00000107968	ENST00000542547	MAP3K8	0
ENSG00000107984	ENST00000373970	DKK1	0
ENSG00000108001	ENST00000355311	EBF3	0
ENSG00000108001	ENST00000368648	EBF3	0
ENSG00000108001	ENST00000440978	EBF3	3
ENSG00000108010	ENST00000331244	GLRX3	0
ENSG00000108010	ENST00000368644	GLRX3	0
ENSG00000108010	ENST00000481034	GLRX3	0
ENSG00000108018	ENST00000263054	SORCS1	0
ENSG00000108018	ENST00000344440	SORCS1	0
ENSG00000108018	ENST00000369698	SORCS1	8
ENSG00000108018	ENST00000452214	SORCS1	3
ENSG00000108021	ENST00000328090	FAM208B	8
ENSG00000108021	ENST00000380270	FAM208B	3
ENSG00000108021	ENST00000496681	FAM208B	3
ENSG00000108039	ENST00000322238	XPNPEP1	0
ENSG00000108039	ENST00000369680	XPNPEP1	0
ENSG00000108039	ENST00000369683	XPNPEP1	0
ENSG00000108039	ENST00000403138	XPNPEP1	3
ENSG00000108039	ENST00000423625	XPNPEP1	3
ENSG00000108039	ENST00000502935	XPNPEP1	0
ENSG00000108055	ENST00000361804	SMC3	12
ENSG00000108061	ENST00000265277	SHOC2	0
ENSG00000108061	ENST00000369452	SHOC2	0
ENSG00000108061	ENST00000451838	SHOC2	3
ENSG00000108064	ENST00000373895	TFAM	0
ENSG00000108064	ENST00000395377	TFAM	3
ENSG00000108064	ENST00000487519	TFAM	0
ENSG00000108091	ENST00000263102	CCDC6	0
ENSG00000108094	ENST00000374742	CUL2	0
ENSG00000108094	ENST00000374746	CUL2	0
ENSG00000108094	ENST00000374748	CUL2	0
ENSG00000108094	ENST00000374749	CUL2	0
ENSG00000108094	ENST00000374751	CUL2	0
ENSG00000108094	ENST00000374754	CUL2	0
ENSG00000108094	ENST00000421317	CUL2	3
ENSG00000108094	ENST00000537177	CUL2	0
ENSG00000108094	ENST00000602371	CUL2	0
ENSG00000108100	ENST00000265375	CCNY	0
ENSG00000108100	ENST00000339497	CCNY	0
ENSG00000108100	ENST00000374704	CCNY	0
ENSG00000108100	ENST00000374706	CCNY	0
ENSG00000108100	ENST00000490012	CCNY	3
ENSG00000108100	ENST00000493157	CCNY	3
ENSG00000108106	ENST00000264552	UBE2S	8
ENSG00000108106	ENST00000587845	UBE2S	11
ENSG00000108106	ENST00000589978	UBE2S	8
ENSG00000108107	ENST00000344063	RPL28	0
ENSG00000108107	ENST00000428193	RPL28	8
ENSG00000108107	ENST00000431533	RPL28	0
ENSG00000108107	ENST00000458349	RPL28	0
ENSG00000108107	ENST00000558131	RPL28	0
ENSG00000108107	ENST00000558752	RPL28	0
ENSG00000108107	ENST00000558815	RPL28	0
ENSG00000108107	ENST00000559463	RPL28	0
ENSG00000108107	ENST00000560055	RPL28	0
ENSG00000108107	ENST00000560583	RPL28	0
ENSG00000108175	ENST00000334512	ZMIZ1	0
ENSG00000108175	ENST00000446377	ZMIZ1	0
ENSG00000108176	ENST00000225171	DNAJC12	0
ENSG00000108176	ENST00000339758	DNAJC12	0
ENSG00000108176	ENST00000480180	DNAJC12	0
ENSG00000108176	ENST00000480963	DNAJC12	8
ENSG00000108176	ENST00000483798	DNAJC12	4
ENSG00000108179	ENST00000225174	PPIF	0
ENSG00000108179	ENST00000394579	PPIF	0
ENSG00000108179	ENST00000448165	PPIF	3
ENSG00000108179	ENST00000472580	PPIF	0
ENSG00000108187	ENST00000309049	PBLD	0
ENSG00000108187	ENST00000336578	PBLD	0
ENSG00000108187	ENST00000358769	PBLD	0
ENSG00000108187	ENST00000432941	PBLD	0
ENSG00000108187	ENST00000468798	PBLD	3
ENSG00000108187	ENST00000495025	PBLD	0
ENSG00000108219	ENST00000341863	TSPAN14	0
ENSG00000108219	ENST00000372156	TSPAN14	0
ENSG00000108219	ENST00000372157	TSPAN14	11
ENSG00000108219	ENST00000372158	TSPAN14	0
ENSG00000108219	ENST00000372164	TSPAN14	0
ENSG00000108219	ENST00000429989	TSPAN14	0
ENSG00000108219	ENST00000481124	TSPAN14	0
ENSG00000108231	ENST00000371413	LGI1	0
ENSG00000108231	ENST00000371418	LGI1	0
ENSG00000108231	ENST00000542308	LGI1	0
ENSG00000108239	ENST00000225235	TBC1D12	0
ENSG00000108242	ENST00000285979	CYP2C18	0
ENSG00000108242	ENST00000339022	CYP2C18	0
ENSG00000108244	ENST00000209718	KRT23	0
ENSG00000108244	ENST00000436344	KRT23	0
ENSG00000108244	ENST00000462312	KRT23	0
ENSG00000108244	ENST00000485751	KRT23	3
ENSG00000108244	ENST00000494691	KRT23	0
ENSG00000108244	ENST00000584517	KRT23	3
ENSG00000108255	ENST00000225387	CRYBA1	0
ENSG00000108255	ENST00000484605	CRYBA1	3
ENSG00000108256	ENST00000225388	NUFIP2	0
ENSG00000108256	ENST00000579665	NUFIP2	0
ENSG00000108262	ENST00000225394	GIT1	0
ENSG00000108262	ENST00000335356	GIT1	3
ENSG00000108262	ENST00000394869	GIT1	0
ENSG00000108262	ENST00000577466	GIT1	3
ENSG00000108262	ENST00000578266	GIT1	3
ENSG00000108262	ENST00000578670	GIT1	3
ENSG00000108262	ENST00000579937	GIT1	8
ENSG00000108262	ENST00000581348	GIT1	0
ENSG00000108262	ENST00000583413	GIT1	3
ENSG00000108262	ENST00000585148	GIT1	3
ENSG00000108264	ENST00000225396	TADA2A	0
ENSG00000108264	ENST00000394395	TADA2A	0
ENSG00000108264	ENST00000417170	TADA2A	0
ENSG00000108264	ENST00000490992	TADA2A	0
ENSG00000108264	ENST00000586023	TADA2A	0
ENSG00000108264	ENST00000587420	TADA2A	0
ENSG00000108264	ENST00000587593	TADA2A	11
ENSG00000108264	ENST00000589153	TADA2A	3
ENSG00000108264	ENST00000590005	TADA2A	11
ENSG00000108264	ENST00000590957	TADA2A	3
ENSG00000108270	ENST00000225402	AATF	4
ENSG00000108270	ENST00000589579	AATF	7
ENSG00000108270	ENST00000592751	AATF	0
ENSG00000108270	ENST00000593084	AATF	3
ENSG00000108272	ENST00000251312	DHRS11	0
ENSG00000108272	ENST00000491046	DHRS11	11
ENSG00000108272	ENST00000585376	DHRS11	3
ENSG00000108272	ENST00000590527	DHRS11	8
ENSG00000108272	ENST00000590554	DHRS11	0
ENSG00000108278	ENST00000225410	ZNHIT3	0
ENSG00000108278	ENST00000490126	ZNHIT3	0
ENSG00000108278	ENST00000586660	ZNHIT3	0
ENSG00000108278	ENST00000588253	ZNHIT3	0
ENSG00000108278	ENST00000588357	ZNHIT3	3
ENSG00000108278	ENST00000588902	ZNHIT3	3
ENSG00000108278	ENST00000590827	ZNHIT3	8
ENSG00000108278	ENST00000590858	ZNHIT3	0
ENSG00000108278	ENST00000591067	ZNHIT3	3
ENSG00000108278	ENST00000592616	ZNHIT3	0
ENSG00000108292	ENST00000325718	MLLT6	0
ENSG00000108292	ENST00000378137	MLLT6	0
ENSG00000108292	ENST00000471200	MLLT6	3
ENSG00000108294	ENST00000225426	PSMB3	8
ENSG00000108294	ENST00000579088	PSMB3	3
ENSG00000108294	ENST00000579729	PSMB3	8
ENSG00000108294	ENST00000584662	PSMB3	8
ENSG00000108296	ENST00000225428	CWC25	0
ENSG00000108296	ENST00000536127	CWC25	8
ENSG00000108296	ENST00000578906	CWC25	11
ENSG00000108296	ENST00000582713	CWC25	0
ENSG00000108296	ENST00000583435	CWC25	8
ENSG00000108296	ENST00000584007	CWC25	11
ENSG00000108296	ENST00000585298	CWC25	8
ENSG00000108298	ENST00000225430	RPL19	8
ENSG00000108298	ENST00000579260	RPL19	0
ENSG00000108298	ENST00000579374	RPL19	8
ENSG00000108298	ENST00000582193	RPL19	0
ENSG00000108298	ENST00000585199	RPL19	3
ENSG00000108306	ENST00000264658	FBXL20	0
ENSG00000108306	ENST00000394294	FBXL20	0
ENSG00000108306	ENST00000577399	FBXL20	0
ENSG00000108306	ENST00000581781	FBXL20	11
ENSG00000108306	ENST00000583610	FBXL20	0
ENSG00000108309	ENST00000225441	RUNDC3A	0
ENSG00000108309	ENST00000426726	RUNDC3A	0
ENSG00000108309	ENST00000590941	RUNDC3A	0
ENSG00000108312	ENST00000302904	UBTF	0
ENSG00000108312	ENST00000343638	UBTF	0
ENSG00000108312	ENST00000393606	UBTF	0
ENSG00000108312	ENST00000436088	UBTF	0
ENSG00000108312	ENST00000526094	UBTF	0
ENSG00000108312	ENST00000527034	UBTF	0
ENSG00000108312	ENST00000529373	UBTF	3
ENSG00000108312	ENST00000529383	UBTF	0
ENSG00000108312	ENST00000529947	UBTF	3
ENSG00000108312	ENST00000530828	UBTF	3
ENSG00000108312	ENST00000533177	UBTF	0
ENSG00000108342	ENST00000225474	CSF3	0
ENSG00000108342	ENST00000331769	CSF3	0
ENSG00000108342	ENST00000394148	CSF3	0
ENSG00000108342	ENST00000394149	CSF3	0
ENSG00000108342	ENST00000577675	CSF3	0
ENSG00000108342	ENST00000579852	CSF3	0
ENSG00000108342	ENST00000583218	CSF3	3
ENSG00000108344	ENST00000264639	PSMD3	0
ENSG00000108344	ENST00000415039	PSMD3	4
ENSG00000108344	ENST00000540504	PSMD3	7
ENSG00000108344	ENST00000541736	PSMD3	8
ENSG00000108349	ENST00000264645	CASC3	0
ENSG00000108349	ENST00000474190	CASC3	3
ENSG00000108349	ENST00000577605	CASC3	3
ENSG00000108349	ENST00000584997	CASC3	3
ENSG00000108352	ENST00000264644	RAPGEFL1	0
ENSG00000108352	ENST00000436615	RAPGEFL1	0
ENSG00000108352	ENST00000456989	RAPGEFL1	4
ENSG00000108352	ENST00000538884	RAPGEFL1	3
ENSG00000108352	ENST00000538981	RAPGEFL1	3
ENSG00000108352	ENST00000541245	RAPGEFL1	15
ENSG00000108352	ENST00000543876	RAPGEFL1	3
ENSG00000108352	ENST00000544503	RAPGEFL1	4
ENSG00000108370	ENST00000262406	RGS9	4
ENSG00000108370	ENST00000443584	RGS9	4
ENSG00000108370	ENST00000449996	RGS9	4
ENSG00000108370	ENST00000584234	RGS9	0
ENSG00000108375	ENST00000407977	RNF43	4
ENSG00000108375	ENST00000500597	RNF43	4
ENSG00000108375	ENST00000577625	RNF43	0
ENSG00000108375	ENST00000577716	RNF43	4
ENSG00000108375	ENST00000581868	RNF43	0
ENSG00000108375	ENST00000583753	RNF43	4
ENSG00000108375	ENST00000584437	RNF43	4
ENSG00000108379	ENST00000225512	WNT3	0
ENSG00000108381	ENST00000263080	ASPA	0
ENSG00000108381	ENST00000456349	ASPA	0
ENSG00000108381	ENST00000571278	ASPA	0
ENSG00000108381	ENST00000577034	ASPA	3
ENSG00000108384	ENST00000337432	RAD51C	0
ENSG00000108384	ENST00000413590	RAD51C	3
ENSG00000108384	ENST00000421782	RAD51C	0
ENSG00000108384	ENST00000425173	RAD51C	3
ENSG00000108384	ENST00000461271	RAD51C	3
ENSG00000108384	ENST00000475762	RAD51C	0
ENSG00000108384	ENST00000482007	RAD51C	12
ENSG00000108384	ENST00000486827	RAD51C	0
ENSG00000108384	ENST00000487525	RAD51C	12
ENSG00000108384	ENST00000583539	RAD51C	0
ENSG00000108384	ENST00000584617	RAD51C	3
ENSG00000108384	ENST00000584804	RAD51C	3
ENSG00000108387	ENST00000317256	SEPT4	8
ENSG00000108387	ENST00000317268	SEPT4	0
ENSG00000108387	ENST00000393086	SEPT4	8
ENSG00000108387	ENST00000412945	SEPT4	0
ENSG00000108387	ENST00000426861	SEPT4	8
ENSG00000108387	ENST00000457347	SEPT4	8
ENSG00000108387	ENST00000577729	SEPT4	11
ENSG00000108387	ENST00000578131	SEPT4	8
ENSG00000108387	ENST00000579371	SEPT4	0
ENSG00000108387	ENST00000580809	SEPT4	8
ENSG00000108387	ENST00000580844	SEPT4	0
ENSG00000108387	ENST00000581607	SEPT4	11
ENSG00000108387	ENST00000581615	SEPT4	0
ENSG00000108387	ENST00000583114	SEPT4	8
ENSG00000108387	ENST00000583291	SEPT4	11
ENSG00000108389	ENST00000323456	MTMR4	8
ENSG00000108389	ENST00000579921	MTMR4	11
ENSG00000108389	ENST00000579925	MTMR4	8
ENSG00000108389	ENST00000582390	MTMR4	0
ENSG00000108389	ENST00000582663	MTMR4	8
ENSG00000108389	ENST00000583243	MTMR4	3
ENSG00000108389	ENST00000583656	MTMR4	3
ENSG00000108395	ENST00000262294	TRIM37	0
ENSG00000108395	ENST00000376149	TRIM37	8
ENSG00000108395	ENST00000393065	TRIM37	0
ENSG00000108395	ENST00000393066	TRIM37	8
ENSG00000108395	ENST00000577554	TRIM37	0
ENSG00000108395	ENST00000580122	TRIM37	3
ENSG00000108395	ENST00000580973	TRIM37	8
ENSG00000108395	ENST00000581468	TRIM37	3
ENSG00000108395	ENST00000583945	TRIM37	11
ENSG00000108395	ENST00000584889	TRIM37	0
ENSG00000108395	ENST00000585287	TRIM37	11
ENSG00000108405	ENST00000225538	P2RX1	0
ENSG00000108405	ENST00000571637	P2RX1	0
ENSG00000108406	ENST00000251241	DHX40	0
ENSG00000108406	ENST00000425628	DHX40	0
ENSG00000108406	ENST00000451169	DHX40	8
ENSG00000108406	ENST00000538926	DHX40	3
ENSG00000108406	ENST00000577596	DHX40	0
ENSG00000108406	ENST00000580030	DHX40	3
ENSG00000108406	ENST00000580218	DHX40	0
ENSG00000108406	ENST00000584385	DHX40	3
ENSG00000108417	ENST00000225550	KRT37	0
ENSG00000108423	ENST00000325752	TUBD1	0
ENSG00000108423	ENST00000340993	TUBD1	0
ENSG00000108423	ENST00000346141	TUBD1	0
ENSG00000108423	ENST00000376094	TUBD1	0
ENSG00000108423	ENST00000394239	TUBD1	0
ENSG00000108423	ENST00000539018	TUBD1	0
ENSG00000108423	ENST00000590498	TUBD1	3
ENSG00000108423	ENST00000591548	TUBD1	0
ENSG00000108423	ENST00000592145	TUBD1	11
ENSG00000108423	ENST00000592426	TUBD1	0
ENSG00000108423	ENST00000593110	TUBD1	8
ENSG00000108424	ENST00000290158	KPNB1	12
ENSG00000108424	ENST00000535458	KPNB1	12
ENSG00000108424	ENST00000537679	KPNB1	12
ENSG00000108424	ENST00000540627	KPNB1	12
ENSG00000108424	ENST00000577875	KPNB1	3
ENSG00000108424	ENST00000582097	KPNB1	11
ENSG00000108424	ENST00000582126	KPNB1	11
ENSG00000108424	ENST00000583013	KPNB1	3
ENSG00000108424	ENST00000583648	KPNB1	3
ENSG00000108433	ENST00000225567	GOSR2	0
ENSG00000108433	ENST00000393456	GOSR2	0
ENSG00000108433	ENST00000415811	GOSR2	0
ENSG00000108433	ENST00000439730	GOSR2	0
ENSG00000108433	ENST00000570879	GOSR2	3
ENSG00000108433	ENST00000572403	GOSR2	3
ENSG00000108433	ENST00000573224	GOSR2	3
ENSG00000108433	ENST00000575949	GOSR2	0
ENSG00000108433	ENST00000576910	GOSR2	0
ENSG00000108439	ENST00000225573	PNPO	0
ENSG00000108439	ENST00000434554	PNPO	0
ENSG00000108439	ENST00000534893	PNPO	0
ENSG00000108439	ENST00000544840	PNPO	0
ENSG00000108439	ENST00000582171	PNPO	0
ENSG00000108439	ENST00000583245	PNPO	0
ENSG00000108439	ENST00000583599	PNPO	3
ENSG00000108439	ENST00000584061	PNPO	0
ENSG00000108439	ENST00000585320	PNPO	0
ENSG00000108443	ENST00000225577	RPS6KB1	0
ENSG00000108443	ENST00000393021	RPS6KB1	0
ENSG00000108443	ENST00000406116	RPS6KB1	8
ENSG00000108443	ENST00000443572	RPS6KB1	0
ENSG00000108443	ENST00000472940	RPS6KB1	0
ENSG00000108443	ENST00000489824	RPS6KB1	8
ENSG00000108443	ENST00000592726	RPS6KB1	3
ENSG00000108448	ENST00000395671	TRIM16L	0
ENSG00000108448	ENST00000395672	TRIM16L	0
ENSG00000108448	ENST00000395902	TRIM16L	0
ENSG00000108448	ENST00000414850	TRIM16L	0
ENSG00000108448	ENST00000424146	TRIM16L	3
ENSG00000108448	ENST00000449552	TRIM16L	0
ENSG00000108448	ENST00000571542	TRIM16L	3
ENSG00000108448	ENST00000571708	TRIM16L	0
ENSG00000108448	ENST00000572555	TRIM16L	0
ENSG00000108448	ENST00000573443	TRIM16L	3
ENSG00000108448	ENST00000574042	TRIM16L	11
ENSG00000108448	ENST00000577969	TRIM16L	8
ENSG00000108465	ENST00000338399	CDK5RAP3	12
ENSG00000108465	ENST00000536708	CDK5RAP3	4
ENSG00000108465	ENST00000577664	CDK5RAP3	4
ENSG00000108465	ENST00000578018	CDK5RAP3	7
ENSG00000108465	ENST00000578525	CDK5RAP3	12
ENSG00000108465	ENST00000579175	CDK5RAP3	15
ENSG00000108465	ENST00000579605	CDK5RAP3	12
ENSG00000108465	ENST00000579632	CDK5RAP3	7
ENSG00000108465	ENST00000580391	CDK5RAP3	0
ENSG00000108465	ENST00000580670	CDK5RAP3	3
ENSG00000108465	ENST00000583352	CDK5RAP3	15
ENSG00000108465	ENST00000583363	CDK5RAP3	0
ENSG00000108465	ENST00000583697	CDK5RAP3	3
ENSG00000108465	ENST00000584991	CDK5RAP3	8
ENSG00000108468	ENST00000225603	CBX1	0
ENSG00000108468	ENST00000393408	CBX1	0
ENSG00000108468	ENST00000402583	CBX1	3
ENSG00000108468	ENST00000444685	CBX1	11
ENSG00000108468	ENST00000495350	CBX1	0
ENSG00000108468	ENST00000581003	CBX1	3
ENSG00000108469	ENST00000317905	RECQL5	0
ENSG00000108469	ENST00000340830	RECQL5	0
ENSG00000108469	ENST00000420326	RECQL5	0
ENSG00000108469	ENST00000423245	RECQL5	0
ENSG00000108469	ENST00000578201	RECQL5	3
ENSG00000108469	ENST00000580078	RECQL5	3
ENSG00000108469	ENST00000580707	RECQL5	11
ENSG00000108469	ENST00000581825	RECQL5	3
ENSG00000108469	ENST00000582464	RECQL5	3
ENSG00000108469	ENST00000582548	RECQL5	3
ENSG00000108469	ENST00000584999	RECQL5	0
ENSG00000108474	ENST00000225609	PIGL	0
ENSG00000108474	ENST00000395844	PIGL	0
ENSG00000108474	ENST00000470116	PIGL	0
ENSG00000108474	ENST00000477745	PIGL	3
ENSG00000108474	ENST00000498772	PIGL	0
ENSG00000108474	ENST00000581006	PIGL	0
ENSG00000108474	ENST00000584797	PIGL	3
ENSG00000108474	ENST00000585034	PIGL	0
ENSG00000108474	ENST00000596678	PIGL	3
ENSG00000108479	ENST00000225614	GALK1	0
ENSG00000108479	ENST00000437911	GALK1	0
ENSG00000108479	ENST00000586244	GALK1	8
ENSG00000108479	ENST00000587707	GALK1	3
ENSG00000108479	ENST00000588479	GALK1	0
ENSG00000108479	ENST00000592997	GALK1	3
ENSG00000108506	ENST00000251334	INTS2	0
ENSG00000108506	ENST00000444766	INTS2	8
ENSG00000108506	ENST00000583076	INTS2	3
ENSG00000108509	ENST00000348066	CAMTA2	0
ENSG00000108509	ENST00000358183	CAMTA2	0
ENSG00000108509	ENST00000361571	CAMTA2	8
ENSG00000108509	ENST00000381311	CAMTA2	0
ENSG00000108509	ENST00000414043	CAMTA2	8
ENSG00000108509	ENST00000572543	CAMTA2	0
ENSG00000108509	ENST00000573004	CAMTA2	8
ENSG00000108509	ENST00000574606	CAMTA2	11
ENSG00000108509	ENST00000574951	CAMTA2	8
ENSG00000108510	ENST00000397786	MED13	0
ENSG00000108510	ENST00000583958	MED13	3
ENSG00000108511	ENST00000225648	HOXB6	0
ENSG00000108511	ENST00000484302	HOXB6	0
ENSG00000108515	ENST00000323997	ENO3	4
ENSG00000108515	ENST00000518175	ENO3	4
ENSG00000108515	ENST00000519266	ENO3	3
ENSG00000108515	ENST00000519584	ENO3	0
ENSG00000108515	ENST00000519602	ENO3	7
ENSG00000108515	ENST00000520221	ENO3	7
ENSG00000108515	ENST00000521659	ENO3	0
ENSG00000108515	ENST00000521811	ENO3	7
ENSG00000108515	ENST00000522249	ENO3	7
ENSG00000108515	ENST00000522301	ENO3	7
ENSG00000108515	ENST00000522798	ENO3	7
ENSG00000108518	ENST00000225655	PFN1	0
ENSG00000108518	ENST00000572383	PFN1	3
ENSG00000108518	ENST00000574872	PFN1	0
ENSG00000108523	ENST00000262482	RNF167	0
ENSG00000108523	ENST00000570328	RNF167	3
ENSG00000108523	ENST00000571816	RNF167	0
ENSG00000108523	ENST00000572382	RNF167	3
ENSG00000108523	ENST00000572430	RNF167	0
ENSG00000108523	ENST00000573404	RNF167	3
ENSG00000108523	ENST00000575111	RNF167	0
ENSG00000108523	ENST00000575400	RNF167	8
ENSG00000108523	ENST00000576229	RNF167	0
ENSG00000108523	ENST00000576452	RNF167	3
ENSG00000108523	ENST00000576965	RNF167	3
ENSG00000108528	ENST00000225665	SLC25A11	0
ENSG00000108528	ENST00000544061	SLC25A11	0
ENSG00000108528	ENST00000576951	SLC25A11	3
ENSG00000108551	ENST00000225688	RASD1	0
ENSG00000108551	ENST00000579152	RASD1	0
ENSG00000108556	ENST00000293780	CHRNE	0
ENSG00000108557	ENST00000261641	RAI1	8
ENSG00000108557	ENST00000353383	RAI1	8
ENSG00000108557	ENST00000395774	RAI1	3
ENSG00000108557	ENST00000471135	RAI1	3
ENSG00000108557	ENST00000583166	RAI1	3
ENSG00000108559	ENST00000225696	NUP88	3
ENSG00000108559	ENST00000572290	NUP88	0
ENSG00000108559	ENST00000572809	NUP88	3
ENSG00000108559	ENST00000573584	NUP88	0
ENSG00000108559	ENST00000576708	NUP88	11
ENSG00000108561	ENST00000225698	C1QBP	0
ENSG00000108561	ENST00000570805	C1QBP	3
ENSG00000108561	ENST00000574444	C1QBP	0
ENSG00000108561	ENST00000576122	C1QBP	3
ENSG00000108576	ENST00000261707	SLC6A4	0
ENSG00000108576	ENST00000394821	SLC6A4	3
ENSG00000108576	ENST00000401766	SLC6A4	0
ENSG00000108576	ENST00000579221	SLC6A4	3
ENSG00000108578	ENST00000261714	BLMH	8
ENSG00000108578	ENST00000394819	BLMH	0
ENSG00000108578	ENST00000577290	BLMH	8
ENSG00000108578	ENST00000577623	BLMH	3
ENSG00000108578	ENST00000578090	BLMH	8
ENSG00000108578	ENST00000580709	BLMH	3
ENSG00000108578	ENST00000581037	BLMH	3
ENSG00000108578	ENST00000584603	BLMH	11
ENSG00000108582	ENST00000225719	CPD	0
ENSG00000108582	ENST00000543464	CPD	8
ENSG00000108582	ENST00000579502	CPD	11
ENSG00000108582	ENST00000584050	CPD	3
ENSG00000108582	ENST00000584221	CPD	11
ENSG00000108587	ENST00000225724	GOSR1	0
ENSG00000108587	ENST00000414833	GOSR1	3
ENSG00000108587	ENST00000427274	GOSR1	8
ENSG00000108587	ENST00000451249	GOSR1	0
ENSG00000108587	ENST00000467337	GOSR1	0
ENSG00000108587	ENST00000537788	GOSR1	0
ENSG00000108587	ENST00000581721	GOSR1	0
ENSG00000108588	ENST00000225726	CCDC47	0
ENSG00000108588	ENST00000403162	CCDC47	0
